PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190830-02582,164.8,156.11,142.1,111.77,12.1,12.41,0.41,11.97,6.41,18.48,9.9,87.57,6.41
I-B-XA1207672-190527-00640,155.4,172.39,168,108.59,11.88,12.23,,11.98,6.62,26.56,34.6,99.97,6.61
I-B-XA1207672-190713-00314,161.9,161.51,155.1,119.65,11.82,12.2,,11.97,6.61,26.54,33.8,106.31,6.61
I-B-XA1207672-190503-03044,155.5,171.44,178,111.39,12.06,12.3,,11.98,6.62,25.62,14.5,103.12,6.61
I-B-XA1207672-190502-01300,140.4,158.12,142.4,112.3,12.08,12.3,,11.98,6.62,23.61,14.6,97.02,6.61
I-B-XA1207672-190907-02250,174.9,159.1,163.3,114.35,12.03,12.19,0.39,11.97,6.41,22.63,15.5,95.78,6.41
I-B-XA1207672-190713-00672,174.1,161.15,157.2,108.47,11.83,12.29,,11.97,6.61,26.38,12.3,104.28,6.61
I-B-XA1207672-190907-01605,181.1,138.11,166.7,111.56,12.06,12.27,0.41,11.97,6.4,20.94,17.3,98.11,6.4
I-B-XA1207672-190429-01091,157.2,175.06,171.1,115.43,12.08,12.25,,11.98,6.63,25.57,15,99.3,6.61
I-B-XA1207672-190627-00885,190.3,151.59,197.5,113.75,11.7,12.16,,11.97,6.62,24.56,18.4,98.52,6.46
I-B-XA1207672-190905-00914,153.1,141.45,157,111.21,12.1,12.28,0.41,11.97,6.41,21.11,12.5,94.2,6.4
I-B-XA1207672-190627-00990,156.8,145.85,197.7,120.71,11.69,12.34,,11.97,6.62,22.75,14.6,92.86,6.39
I-B-XA1207672-190627-00968,147.7,136.96,175.5,117.51,11.71,12.34,,11.97,6.62,24.22,12.5,96.29,6.6
I-B-XA1207672-190801-01487,153,155.4,157.8,115.09,11.82,12.21,0.39,11.97,6.62,24.36,38.9,99.6,6.61
I-B-XA1207672-190520-01002,158.7,167.65,175.9,116.04,11.89,12.32,,11.97,6.63,25.38,14,109.16,6.6
I-B-XA1207672-190905-03634,142.3,162.62,149.9,109.53,12.09,12.29,0.41,11.97,6.41,21.69,14.6,103.72,6.41
I-B-XA1207672-190621-01325,181.5,162,166,116.82,11.88,12.29,,11.97,6.61,25.4,23.5,95.82,6.63
I-B-XA1207672-190802-02379,176.1,160.83,192.4,109.04,11.83,12.17,0.37,11.97,6.6,25,15.8,105.54,6.62
I-B-XA1207672-190504-00325,167.9,174.37,150.2,116.01,12.06,12.34,,11.97,6.62,25.94,13.2,105.21,6.63
I-B-XA1207672-190513-01396,139.5,161.9,151.1,111.93,11.92,12.25,,11.97,6.62,27.44,10.9,115.87,6.63
I-B-XA1207672-190429-00234,182.5,172.5,162.1,115.31,12.07,12.27,,11.97,6.61,22.56,17.7,98.79,6.6
I-B-XA1207672-190530-03269,155.7,168.02,157.7,110.79,11.89,12.28,,11.97,6.6,24.61,11,86.53,6.61
I-B-XA1207672-190801-01844,167.3,141.38,127.2,108.73,11.83,12.31,0.36,11.97,6.61,25.08,15.2,101.09,6.61
I-B-XA1207672-190830-04589,156.5,152.74,169.3,115.82,12.12,12.25,0.39,11.97,6.41,17.81,12.6,78.84,6.41
I-B-XA1207672-190508-02460,183,156.15,149.2,114.83,12.1,12.24,,11.97,6.62,21.96,24.1,96.6,6.61
I-B-XA1207672-190530-03499,157.2,152.37,153.1,114.37,11.9,12.27,,11.97,6.61,21.91,12.8,87.4,6.6
I-B-XA1207672-190503-02199,151.4,157.72,172.7,111.74,12.08,12.25,,11.98,6.61,22.43,19.6,105.07,6.6
I-B-XA1207672-190829-00560,154.2,142.52,167.5,112.25,12.14,12.13,0.39,11.97,6.41,18.06,21.4,81.92,6.41
I-B-XA1207672-190621-01434,173.6,165.5,161.3,115.71,11.86,12.19,,11.97,6.61,25.96,18.9,97.68,6.6
I-B-XA1207672-190712-01173,171.1,143.96,197.4,116.95,11.85,12.23,,11.97,6.6,24.59,14.5,108.25,6.58
I-B-XA1207672-190907-02596,141.9,161.16,128.1,112.12,12.04,12.24,0.41,11.97,6.41,19.68,20.5,94.51,6.41
I-B-XA1207672-190503-03513,161.3,157.48,133.7,111.32,12.09,12.4,,11.97,6.61,23.33,15.1,105.2,6.6
I-B-XA1207672-190829-00165,162.3,147.02,142.7,109.93,12.12,12.17,0.38,11.97,6.4,18.39,13.4,81.67,6.41
I-B-XA1207672-190907-00686,156.7,143.53,160.8,110.67,12.05,12.29,0.41,11.97,6.41,22.26,16.3,98.18,6.43
I-B-XA1207672-190801-01511,146.4,137.51,159.3,112.5,11.85,12.2,0.35,11.97,6.62,24.46,20.9,102.78,6.63
I-B-XA1207672-190610-01149,156.5,162.71,145.5,118.56,11.89,12.24,,11.97,6.62,23.83,18.4,101.03,6.61
I-B-XA1207672-190504-00045,138.5,171.91,156.1,115.5,12.07,12.11,,11.97,6.62,19.99,24.6,105.57,6.61
I-B-XA1207672-190527-00596,147.8,167.8,147.4,107.22,11.89,12.27,,11.98,6.62,24.32,13.3,95.03,6.61
I-B-XA1207672-190520-00568,157.8,162.61,170.3,115.23,11.9,12.23,,11.97,6.62,24.6,17.8,102.25,6.62
I-B-XA1207672-190706-02255,158,161.63,158.2,109,11.76,12.26,,11.97,6.61,22.46,18.1,90.16,6.61
I-B-XA1207672-190504-01967,155.6,176.81,177.7,116.36,12.06,12.35,,11.97,6.6,23.42,10.4,104.5,6.6
I-B-XA1207672-190508-02601,154.9,157.87,146.4,115.62,12.09,12.31,,11.97,6.62,23.67,12.8,96.33,6.61
I-B-XA1207672-190715-00171,167.4,168.27,166,110.82,11.85,12.27,,11.97,6.61,25.59,17.7,105.38,6.6
I-B-XA1207672-190503-03064,152,171.02,170.9,112.37,12.07,12.17,,11.97,6.62,23.89,26.5,98.27,6.61
I-B-XA1207672-190906-00361,149.1,134.42,173.5,104.75,12.05,12.29,0.41,11.97,6.41,21.29,19.8,103.32,6.42
I-B-XA1207672-190802-00869,146.1,157.31,161.2,112.64,11.83,12.21,0.33,11.97,6.61,26.29,24.8,98.48,6.62
I-B-XA1207672-190528-02251,185,170.18,180.7,107.54,11.84,12.2,,11.97,6.62,26.33,27.1,95.96,6.63
I-B-XA1207672-190906-02330,163.5,155.41,181.6,107.57,12.04,12.34,0.41,11.97,6.4,23.95,14.6,104.11,6.4
I-B-XA1207672-190503-03882,142.1,156.04,195,116,12.08,12.24,,11.97,6.6,23.52,18.8,102.23,6.61
I-B-XA1207672-190802-00749,158.5,138.56,152,117.12,11.85,12.24,0.35,11.97,6.6,23.26,18.3,95.01,6.61
I-B-XA1207672-190527-00608,151.3,159.08,144.2,104.27,11.9,12.37,,11.97,6.61,26.55,14.2,99.21,6.64
I-B-XA1207672-190503-03386,156.2,151.32,166.2,111.66,12.1,12.18,,11.98,6.6,20.77,27,94.42,6.61
I-B-XA1207672-190527-00788,151.6,157.15,161.6,106.71,11.92,12.24,,11.97,6.62,25.19,17.9,96.02,6.61
I-B-XA1207672-190513-01531,159.1,160.83,141,114.11,11.92,12.21,,11.97,6.61,27.28,27.4,114.05,6.62
I-B-XA1207672-190703-00984,197.5,162.62,164.1,109,11.75,12.25,,11.97,6.57,25.49,14.9,101.31,6.6
I-B-XA1207672-190703-00901,192.6,165.07,143.1,110.63,11.75,12.34,,11.97,6.61,27.87,7.8,103.59,6.61
I-B-XA1207672-190801-01646,146.4,138.33,153.6,113.88,11.84,12.21,0.36,11.97,6.61,25.14,19.6,99.46,6.61
I-B-XA1207672-190424-02729,155.4,174.67,146.8,110.96,12.05,12.29,,11.97,6.62,23.93,9.4,98.58,6.61
I-B-XA1207672-190830-01875,155.8,147.56,144.1,115.96,12.11,12.17,0.36,11.97,6.42,17.85,19.3,84.58,6.41
I-B-XA1207672-190904-01183,145.3,147.73,174.2,112.25,12.09,12.3,0.38,11.97,6.4,20.76,13.3,97.02,6.43
I-B-XA1207672-190907-02452,170.3,147.47,152.9,109.28,12.05,12.16,0.41,11.97,6.41,22.7,21.4,91.38,6.41
I-B-XA1207672-190830-00819,155.4,148.57,170.7,114.41,12.11,12.3,0.4,11.97,6.41,21.55,14,90.02,6.41
I-B-XA1207672-190429-00282,171.1,176.97,153.5,110.45,12.05,12.21,,11.98,6.62,23.92,27.5,102.4,6.61
I-B-XA1207672-190528-03261,150.7,160.44,142,114.47,11.88,12.41,,11.97,6.61,22,8.7,88.04,6.62
I-B-XA1207672-190610-01019,157.2,146.52,173.2,116.49,11.9,12.24,,11.97,6.62,26.26,14.2,93.24,6.61
I-B-XA1207672-190829-00459,140.8,143.08,162.3,115.51,12.12,12.25,0.36,11.97,6.42,17.43,14.8,84.9,6.42
I-B-XA1207672-190802-01783,170.2,142.6,159.8,111.26,11.85,12.24,0.39,11.97,6.61,25.81,33.1,97.05,6.63
I-B-XA1207672-190906-02665,154.6,158.43,137.8,113.25,12.04,12.25,0.41,11.97,6.4,24.7,15.5,104.77,6.41
I-B-XA1207672-190706-02405,161.1,156.42,195.8,116.72,11.78,12.33,,11.97,6.61,23.48,13,97.24,6.6
I-B-XA1207672-190513-00953,144.5,166.52,146.9,118.47,11.93,12.27,,11.97,6.61,26.6,18.1,95.03,6.6
I-B-XA1207672-190504-01765,157.4,172.45,129.1,113.91,12.06,12.19,,11.97,6.63,25.64,18.5,103.62,6.61
I-B-XA1207672-190503-02399,148.8,169.71,145.3,116.99,12.07,12.2,,11.97,6.61,24.61,24.1,97.87,6.62
I-B-XA1207672-190528-02442,157.7,164.06,175.2,110.3,11.88,12.24,,11.98,6.62,23.39,15.9,91.46,6.61
I-B-XA1207672-190906-03412,181.8,141.95,161.9,114.85,12.05,12.27,0.41,11.97,6.4,22.42,18.2,102.17,6.42
I-B-XA1207672-190513-01525,144.5,170.87,151.6,110.27,11.91,12.23,,11.97,6.61,27.38,19.8,108.64,6.6
I-B-XA1207672-190706-02446,197.9,147.62,176.1,114.76,11.78,12.26,,11.97,6.17,24.87,19,95.06,6.62
I-B-XA1207672-190907-00897,180.8,138.41,147.9,113.25,12.06,12.24,0.41,11.97,6.41,24.33,18.8,105.08,6.4
I-B-XA1207672-190906-03787,185.3,160.55,185.1,111.51,12.04,12.26,0.41,11.97,6.4,23.37,17.9,96.35,6.42
I-B-XA1207672-190520-00085,156.6,158.28,156.8,110.27,11.9,12.2,,11.97,6.64,22.35,23.1,94.76,6.61
I-B-XA1207672-190802-02554,168.9,162.72,150.5,109.06,11.82,12.15,0.36,11.97,6.61,27.61,33.5,105.39,6.64
I-B-XA1207672-190425-00595,149.1,166.15,166.3,110.62,12.08,12.26,,11.97,6.62,21.74,15.2,96.83,6.6
I-B-XA1207672-190504-01581,161.4,161.81,161.4,118.97,12.08,12.2,,11.97,6.62,21.92,16.3,103.57,6.64
I-B-XA1207672-190531-00093,155.2,152.57,158.7,112.87,11.9,12.24,,11.97,6.6,23.1,16.4,91.56,6.61
I-B-XA1207672-190828-01594,151.3,152.2,160.6,109.66,12.13,12.24,0.4,11.97,6.41,21.51,22,96.99,6.41
I-B-XA1207672-190508-01973,157.2,171.26,184.5,116.28,12.07,12.23,,11.97,6.6,21.81,16.7,108.36,6.63
I-B-XA1207672-190907-01768,164.9,145.68,155.6,111.1,12.08,12.25,0.41,11.97,6.4,22.04,19,88.16,6.41
I-B-XA1207672-190504-01946,150.1,152.5,166,118.71,12.1,12.19,,11.98,6.61,20.6,26.8,99.32,6.61
I-B-XA1207672-190429-00267,174,163.16,163.6,116.15,12.08,12.21,,11.97,6.63,22.65,47,96.34,6.61
I-B-XA1207672-190831-00724,166.6,150.8,161.9,115.13,12.1,12.39,0.4,11.97,6.41,23.72,8.9,92.01,6.41
I-B-XA1207672-190828-01424,167.5,151.24,180.3,110.46,12.13,12.29,0.4,11.97,6.41,20,14.9,100.32,6.41
I-B-XA1207672-190802-00050,135.6,136.69,159.2,112.1,11.84,12.31,0.3,11.97,6.61,23.72,28.1,97.2,6.6
I-B-XA1207672-190830-04291,159.2,147.35,153.9,110.92,12.12,12.24,0.39,11.97,6.41,17.28,17.2,83.85,6.42
I-B-XA1207672-190503-03248,148.1,170.03,163.4,110.7,12.08,12.18,,11.97,6.63,22.33,13.2,100.55,6.61
I-B-XA1207672-190530-03794,151.5,166.04,163.2,108.53,11.9,12.36,,11.98,6.61,24.27,12.1,88.55,6.6
I-B-XA1207672-190424-02426,139.9,161.47,149.3,114.64,12.06,12.25,,11.97,6.62,21.98,24.1,101.57,6.61
I-B-XA1207672-190712-01786,167.6,138.2,176.5,113.53,11.84,12.26,,11.97,6.61,24.72,11.6,105.35,6.63
I-B-XA1207672-190906-01904,157.5,135.24,156.8,115.42,12.05,12.3,0.41,11.97,6.41,22.54,18.8,102.19,6.41
I-B-XA1207672-190508-03778,185.8,158.23,158.7,117.15,12.09,12.15,,11.97,6.64,23.79,18.1,104.21,6.6
I-B-XA1207672-190815-01271,130.4,154.05,157.2,119.48,11.83,12.21,0.4,11.97,6.61,25.77,31.7,110.79,6.61
I-B-XA1207672-190830-02902,157.4,144.93,156.5,117.68,12.12,12.3,0.39,11.97,6.42,19.3,26.5,84.69,6.41
I-B-XA1207672-190906-01209,171.5,157.37,179.4,110.64,12.03,12.26,0.41,11.97,6.41,24.11,18,97.53,6.43
I-B-XA1207672-190905-01370,166.2,155.28,180.7,111.8,12.1,12.24,0.41,11.97,6.41,21.97,15.3,99.02,6.41
I-B-XA1207672-190828-02971,181.7,156.39,166.6,109.41,12.12,12.33,0.34,11.97,6.4,20.74,13.2,90.62,6.41
I-B-XA1207672-190627-01486,198.1,141.43,162.1,112.36,11.71,12.35,,11.97,6.1,23.68,10.7,98.25,6.61
I-B-XA1207672-190527-00315,163.9,178.71,167.2,117.39,11.9,12.24,,11.97,6.6,26.58,28.7,113.33,6.61
I-B-XA1207672-190530-04096,167.1,152.68,150.8,112.2,11.9,12.27,,11.97,6.61,24.27,9.6,90.14,6.61
I-B-XA1207672-190830-04919,154.2,138.2,149.7,114.33,12.13,12.27,0.39,11.97,6.41,17.61,14.3,79.87,6.43
I-B-XA1207672-190528-01884,143.9,169.43,145.5,110.92,11.87,12.35,,11.97,6.61,27.64,13.9,103.15,6.61
I-B-XA1207672-190831-00239,154,143.86,164.3,111.52,12.12,12.24,0.4,11.97,6.4,17.19,14.3,76.26,6.44
I-B-XA1207672-190712-00884,145.1,154.98,163.3,114.19,11.85,12.36,,11.97,6.61,25.24,14.7,100.9,6.61
I-B-XA1207672-190904-01648,158.1,147.61,169.6,111.25,12.08,12.31,0.42,11.97,6.41,21.46,25.4,101.25,6.42
I-B-XA1207672-190712-01381,197.8,140.41,171.8,113.75,11.85,12.21,,11.97,6.49,26.02,13.9,105.56,6.6
I-B-XA1207672-190503-01014,158.3,175.61,155.6,117.67,12.05,12.18,,11.97,6.62,24.34,28.7,100.64,6.6
I-B-XA1207672-190829-00216,173.1,151.97,132.3,110.18,12.12,12.36,0.38,11.97,6.41,18.62,10.1,83.22,6.41
I-B-XA1207672-190504-01843,159,153.05,147.5,111.68,12.09,12.24,,11.97,6.62,26.15,18.8,97.61,6.64
I-B-XA1207672-190831-00059,168.6,146.57,159.4,112.34,12.12,12.22,0.4,11.97,6.41,20.28,20.9,80.66,6.43
I-B-XA1207672-190822-00553,158.5,162.96,174.8,113.89,11.83,12.22,0.4,11.97,6.61,25.87,23.8,107.97,6.63
I-B-XA1207672-190828-00869,156.3,152.63,158.8,115.65,12.12,12.21,0.4,11.97,6.42,22.93,17.1,100.57,6.41
I-B-XA1207672-190627-01168,157.1,130.22,124.3,110.3,11.69,12.34,,11.97,6.61,20.01,13.3,99.51,6.6
I-B-XA1207672-190528-03485,155.3,163.94,155,104.5,11.89,12.28,,11.97,6.61,25.15,17.7,87.64,6.61
I-B-XA1207672-190621-01461,168.4,158.55,155.1,119.96,11.87,12.34,,11.97,6.61,25.04,15.6,94.13,6.61
I-B-XA1207672-190712-03648,151.8,166.84,165.1,113.03,11.82,12.25,,11.97,6.6,27.03,16.8,103.41,6.6
I-B-XA1207672-190906-03948,147,157.59,147.7,113.48,12.07,12.26,0.41,11.97,6.41,22.97,14.4,97.32,6.41
I-B-XA1207672-190815-01040,139.4,163.83,129.4,108.55,11.83,12.35,0.37,11.97,6.61,25.54,12.2,99.8,6.61
I-B-XA1207672-190905-03172,150.2,142.6,136.8,115.23,12.11,12.25,0.41,11.97,6.42,23.12,19.8,95.11,6.41
I-B-XA1207672-190520-01301,169.3,168.75,155.7,113.93,11.89,12.28,,11.98,6.62,23.33,16.4,102.05,6.6
I-B-XA1207672-190906-00975,164.3,151.45,155.8,113.51,12.03,12.42,0.41,11.97,6.42,24.95,11.9,107.77,6.42
I-B-XA1207672-190527-00452,172.7,163.32,160.9,114.29,11.89,12.21,,11.98,6.6,23.8,17.2,94.52,6.62
I-B-XA1207672-190528-02994,156.2,153.21,166.5,109.19,11.9,12.24,,11.97,6.61,22.5,14.7,90.32,6.61
I-B-XA1207672-190815-01264,157.6,165.79,147,121.72,11.82,12.15,0.37,11.97,6.6,26.41,37.3,106.34,6.61
I-B-XA1207672-190906-00669,143.9,141.56,160.7,108.89,12.05,12.26,0.39,11.97,6.41,24.26,17.7,98.69,6.41
I-B-XA1207672-190831-00811,189.1,152.64,151.6,113.43,12.13,12.24,0.34,11.97,6.41,19.78,19.8,94.44,6.42
I-B-XA1207672-190828-03459,163.2,147.52,148.6,112.15,12.12,12.19,0.39,11.97,6.41,25.75,11.5,98.28,6.41
I-B-XA1207672-190815-01076,141.9,166.57,131.5,109.85,11.82,12.16,0.37,11.97,6.61,26.31,45.1,101.8,6.6
I-B-XA1207672-190713-00711,164.9,162.18,192.5,111.82,11.83,12.18,,11.97,6.64,27.48,16.4,103.23,6.61
I-B-XA1207672-190527-00817,152.3,159.36,165.7,106.17,11.91,12.28,,11.98,6.6,22.93,10.1,110.56,6.61
I-B-XA1207672-190802-01215,132.8,162.41,150.6,109.82,11.8,12.29,0.4,11.97,6.6,26.16,22.7,96.26,6.61
I-B-XA1207672-190907-02073,162.5,155.28,178.9,113.35,12.06,12.24,0.39,11.97,6.41,20.94,17.4,91.57,6.41
I-B-XA1207672-190621-03207,185.6,148.46,172.7,116.31,11.91,12.3,,11.97,6.61,24.57,9.9,93.54,6.6
I-B-XA1207672-190512-00008,147.5,153.08,139.8,114.33,11.99,12.23,,11.97,6.62,24.07,19.7,106.54,6.61
I-B-XA1207672-190520-00721,140.2,161.09,156.3,113.76,11.89,12.17,,11.98,6.62,24.57,24.8,94.66,6.61
I-B-XA1207672-190712-00836,163.5,154.24,150.2,115.96,11.85,12.22,,11.97,6.61,27.05,14.8,105.23,6.61
I-B-XA1207672-190831-00346,153,144.9,134.8,109.16,12.12,12.38,0.36,11.97,6.41,17.04,18.7,81.69,6.44
I-B-XA1207672-190530-03475,178.3,170.98,172.1,113.26,11.88,12.28,,11.97,6.61,25.45,12.1,91.07,6.6
I-B-XA1207672-190905-00793,148.9,160.65,130.4,113.64,12.1,12.24,0.41,11.97,6.41,20.46,15.2,100.39,6.42
I-B-XA1207672-190801-01139,155.3,140.73,171.1,110.89,11.84,12.27,0.38,11.98,6.61,24.47,10.7,100.51,6.62
I-B-XA1207672-190427-02323,147,179.69,180.6,113.29,12.05,12.13,,11.97,6.62,24.42,27.7,99.48,6.6
I-B-XA1207672-190621-03230,148.4,160.57,162.2,115.57,11.87,12.25,,11.97,6.6,24.42,14.9,100.1,6.63
I-B-XA1207672-190801-01421,159.9,144.37,143,114.1,11.84,12.24,0.36,11.97,6.61,26.69,15.3,98.3,6.61
I-B-XA1207672-190802-02931,166.6,166.8,162,114.64,11.8,12.27,0.36,11.97,6.61,26.95,16,108.65,6.61
I-B-XA1207672-190425-00252,195.5,177.77,193.5,119.67,12.06,12.36,,11.97,6.6,21.99,9.9,101.53,6.6
I-B-XA1207672-190727-01529,155.9,156.46,165.8,112.02,11.83,12.23,0.39,11.97,6.6,25.68,17.6,100.39,6.63
I-B-XA1207672-190511-01037,148,172.16,141.8,118.45,11.94,12.16,,11.97,6.62,25.35,20.5,90.99,6.62
I-B-XA1207672-190830-01361,141.5,139.33,156.4,116.3,12.13,12.31,0.4,11.97,6.41,17.04,17.9,78.12,6.4
I-B-XA1207672-190701-00620,149.7,148.7,149.8,107.66,11.76,12.26,,11.97,6.62,26.85,12.4,100.36,6.61
I-B-XA1207672-190610-00922,157.6,161.25,172.2,116.36,11.9,12.32,,11.97,6.62,25.63,17.7,88.56,6.62
I-B-XA1207672-190802-02476,156,163.1,183.2,112.05,11.82,12.24,0.37,11.97,6.61,24.29,15.8,104.21,6.61
I-B-XA1207672-190905-01349,156.4,139.88,141.6,112.59,12.11,12.25,0.41,11.97,6.4,23.34,12.9,101.33,6.42
I-B-XA1207672-190830-04046,183.3,157.65,169,113.24,12.12,12.23,0.39,11.97,6.41,19.29,20.7,80.61,6.43
I-B-XA1207672-190610-00085,151.2,163.53,150.5,113.12,11.9,12.24,,11.98,6.6,24.39,15.1,91.01,6.61
I-B-XA1207672-190513-00289,163.2,174.18,155.8,114.64,11.9,12.21,,11.97,6.62,26.27,12.7,95.27,6.61
I-B-XA1207672-190712-00768,188.5,139.72,165.7,117.89,11.87,12.26,,11.97,6.61,25.9,14.1,100.45,6.6
I-B-XA1207672-190830-01324,162.9,141.74,133.7,113.81,12.1,12.28,0.41,11.97,6.41,17.65,10.6,80.52,6.41
I-B-XA1207672-190712-03322,147.3,162.26,197.6,110.72,11.82,12.21,,11.97,6.61,25.4,13.6,99.22,6.59
I-B-XA1207672-190904-01375,146.9,150.74,127.7,107.52,12.06,12.3,0.38,11.97,6.41,22.03,29.9,96.28,6.4
I-B-XA1207672-190712-03695,170,146.19,169.6,119.48,11.85,12.23,,11.97,6.61,26.42,19.1,101.83,6.6
I-B-XA1207672-190503-02469,156.9,157.02,148.8,113.73,12.07,12.26,,11.97,6.61,22.53,18,98.22,6.61
I-B-XA1207672-190527-00180,156.3,154.25,168.3,111.71,11.9,12.22,,11.97,6.63,23.83,30.7,96.89,6.63
I-B-XA1207672-190906-02654,160.9,138.44,157.9,111.57,12.04,12.15,0.41,11.97,6.41,23.23,17.3,88.98,6.41
I-B-XA1207672-190528-02764,144.9,147.91,156.9,111.06,11.91,12.19,,11.97,6.61,22.46,22.8,95.65,6.63
I-B-XA1207672-190815-00968,127.9,158.92,120.8,114.97,11.82,12.17,0.38,11.97,6.6,26.36,19.3,108.03,6.6
I-B-XA1207672-190503-00329,155.8,178.85,147.4,111.02,12.05,12.33,,11.97,6.6,25.41,12.4,108.98,6.63
I-B-XA1207672-190906-00710,173.1,136.03,169.1,115.13,12.05,12.21,0.41,11.97,6.41,22.88,15,97.45,6.41
I-B-XA1207672-190821-00919,145.4,158.66,153.8,115.36,11.81,12.23,0.4,11.97,6.6,26.02,25.4,109.89,6.61
I-B-XA1207672-190831-00501,184.1,154.14,167.2,110.65,12.12,12.3,0.34,11.97,6.4,19.62,11.6,78.18,6.4
I-B-XA1207672-190712-03566,151.6,149.55,188.3,111.92,11.87,12.29,,11.97,6.6,27.52,13,100.18,6.61
I-B-XA1207672-190829-00732,147.3,148.75,147.1,110.58,12.14,12.34,0.38,11.97,6.41,18.63,13.1,81.13,6.4
I-B-XA1207672-190713-00866,145.7,143.59,166.2,109.15,11.85,12.26,,11.97,6.61,27.76,15.2,107.3,6.63
I-B-XA1207672-190504-01100,162.9,170.77,142.5,118.34,12.06,12.18,,11.97,6.6,22.78,18.2,101.17,6.61
I-B-XA1207672-190802-02637,144.4,154.19,127.3,111.62,11.86,12.28,0.38,11.97,6.61,26.9,11.5,98.77,6.62
I-B-XA1207672-190502-02255,138.2,157.72,156.2,112.59,12.08,12.35,,11.97,6.64,23.56,11.5,102.87,6.62
I-B-XA1207672-190906-02939,157.1,142.14,166.4,111.07,12.04,12.33,0.41,11.97,6.42,23.93,11.3,97.63,6.42
I-B-XA1207672-190815-00848,148.2,164.62,147.7,112.29,11.81,12.18,0.37,11.97,6.61,25.44,18.6,100.9,6.61
I-B-XA1207672-190906-01849,147.7,148.25,151.3,111.05,12.05,12.2,0.41,11.97,6.4,22.77,23.2,95.74,6.4
I-B-XA1207672-190830-02058,136.6,143.18,135.8,116.13,12.12,12.29,0.4,11.97,6.41,18.76,13.3,81.39,6.4
I-B-XA1207672-190621-01148,142.7,153.22,192.3,115.57,11.88,12.27,,11.97,6.61,26.11,28.2,96.68,6.63
I-B-XA1207672-190829-00543,163.5,161.76,152.2,107.51,12.11,12.38,0.39,11.97,6.4,18.54,16.4,83.34,6.41
I-B-XA1207672-190906-02822,158.7,145.56,152.4,114.1,12.03,12.31,0.41,11.97,6.41,22.64,13.5,99.67,6.4
I-B-XA1207672-190527-00305,174.1,183.55,159.9,107.83,11.89,12.31,,11.97,6.6,26.6,14.5,110.9,6.63
I-B-XA1207672-190424-02922,158.3,171.91,142.8,111.06,12.06,12.26,,11.97,6.61,25.39,21.9,106.92,6.61
I-B-XA1207672-190621-00930,154.9,145.71,159.5,121.93,11.89,12.27,,11.97,6.61,24.26,14.2,93.84,6.62
I-B-XA1207672-190830-01137,159.9,151.09,141.6,115.64,12.09,12.23,0.4,11.97,6.41,19.86,17.6,90.84,6.42
I-B-XA1207672-190530-03322,184.4,151.79,147.2,115.2,11.91,12.28,,11.97,6.6,21.98,13.6,91.85,6.63
I-B-XA1207672-190727-00770,155.6,158.31,165.4,116,11.82,12.17,0.41,11.97,6.61,25.93,29.6,91.14,6.6
I-B-XA1207672-190821-01396,161,152.59,196,121.62,11.82,12.29,0.36,11.97,6.61,23.96,22.7,94.22,6.64
I-B-XA1207672-190424-02070,197.9,171.05,126.7,114.95,12.06,12.18,,11.97,6.08,22.86,21.6,97.04,6.61
I-B-XA1207672-190815-00965,148.4,164.84,134.6,111.64,11.82,12.14,0.4,11.97,6.61,27.56,44.3,106.21,6.61
I-B-XA1207672-190713-00361,181.3,144.49,130.1,109.73,11.84,12.21,,11.97,6.6,24.88,17.7,103.2,6.66
I-B-XA1207672-190513-01073,159.5,173.83,147.2,114.94,11.93,12.24,,11.97,6.62,27.15,12.5,94.99,6.61
I-B-XA1207672-190815-01442,164.8,161.29,150,114.66,11.82,12.19,0.38,11.97,6.61,26.08,26.7,97.9,6.62
I-B-XA1207672-190429-00603,173.4,157.4,156.1,114.57,12.08,12.23,,11.98,6.62,22.57,27.5,102.01,6.6
I-B-XA1207672-190610-01039,152,159.38,168,117.68,11.89,12.28,,11.97,6.61,26.58,15.3,100.04,6.61
I-B-XA1207672-190906-03083,168.9,157.31,135.2,127.43,12.03,12.31,0.41,11.97,6.41,21.9,15.8,100.17,6.41
I-B-XA1207672-190627-00993,182.3,142.51,149.7,117.44,11.71,12.28,,11.97,6.61,24.82,14.9,98.42,6.6
I-B-XA1207672-190425-00676,155.8,172.08,150.2,111.33,12.08,12.21,,11.97,6.62,24.48,15.3,96.16,6.6
I-B-XA1207672-190727-00829,181.2,155.21,134.8,112.47,11.82,12.2,0.41,11.97,6.61,24.06,21.6,94.04,6.6
I-B-XA1207672-190830-02728,165.9,144.07,151.1,116.15,12.13,12.28,0.4,11.97,6.41,16.36,10.7,80.05,6.41
I-B-XA1207672-190712-01327,159.4,160.61,155.7,111.49,11.82,12.21,,11.97,6.61,26.18,18.2,103.22,6.6
I-B-XA1207672-190905-01087,174,154.67,134.2,116.08,12.09,12.18,0.41,11.97,6.41,23.11,18,106.71,6.41
